ASFIS species Name En,Continent Name En,Country Name En,Inland/Marine areas Name En,Unit Name,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
Pacific cupped oyster,Americas,Mexico,Marine areas,Tonnes - live weight,4125.265,3873.238,3489.404,4978.925,7533.843,5932.486,4275.77,3525,1974.66,2479,1963,2858,1558,1729,2099,1479,1417,1237,1362,1256,892,503,1575,2055,2831,2702,2507,929,993,1593,2282,2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,Peru,Marine areas,Tonnes - live weight,,,,,,,,,,,,,0,0,,6,3,6,11,9,8,11,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,United States of America,Marine areas,Tonnes - live weight,21311.599,21311.599,26199.88,23797,25845,25296,29116,29116,23381,31529,29718,29169,38910,31618,35131,38780,41716,44018,42756,43924,54222,38418,33259,31715,24796,28815,34798,36462,39053,31202,32707,34644,32971,37451,40449,38474,28645,32241,19083,22143,23235,23760,19611,19482,22619,23766,21217,18195,26100,33300,28500,27700,23499,26639,26273,26423,30454,32412,32079,35477,33811,36652,40342,37951,38859,42116,43099,40809,38776,37535,32420,30463
Pacific cupped oyster,Asia,Japan,Marine areas,Tonnes - live weight,158400,159019,161646,176698,173900,158925,164380,183685,164139,161116,165910,200298,210188,190344,204474,208182,218896,234151,224861,221376,231495,221252,205345,199460,218056,222853,227319,223481,235531,244905,239217,248793,256313,270858,258776,251574,251247,257126,253247,250288,235241,261323,205509,232069,212786,226286,201173,210583,229899,217373,193846,190799,245458,267388,232200,221139,210633,240564,240144,203594,172895,182778,149480,151212,144038,114386,98040,102398,106658,79200,53900,34700
Pacific cupped oyster,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,305914.405,300084,326190,303200,315255,268973,265432,283232,239779,284856,281022,267776,240911,249976,321276,283296,251706,239270,238326,182229,174117,177079,177259,175926,200913,185339,191156,172313,258212,235326,215418,219124,243108,285860,288078,255006,242847,203312,203945,181349,199233,173052,157591,143324,151325,154596,143604,56008,78602,64314,45663,36981,30700,35200,41959,48218,44746,32416,53337,7036,6000,7000,5500,4200,1000,1000,1000,800,600,500,100,100
Pacific cupped oyster,Asia,Singapore,Marine areas,Tonnes - live weight,0.85,1.52,1.849,2.315,1.45,2.02,0.02,1.2,14.534,22.46,12.3,5.56,2,15,9,64,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,17850.631,19165.104,19392.119,22035.263,23178.65,22339.332,21865.7,25276.41,27792.74,26923,34642.6,36056,21882,34514,28199,28547,28430,20750,23462,19800,16837,19972,18629,19386,24076,28127,25405,24919,27684,26746,24990,28153,28466,28431,21198,19174,25465,29012,25925,25175,20363,20943,19899,17944,14924,13502,13850,13359,14288,13623,12640,13047,11650,12558,11681,10332,8866,8470,7952,7570,8092,6200,4800,5200,5100,5200,6300,6100,5600,5600,4000,3000
Pacific cupped oyster,Asia,United Arab Emirates,Marine areas,Tonnes - live weight,220,50,30,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Bulgaria,Marine areas,Tonnes - live weight,,2.57,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Channel Islands,Marine areas,Tonnes - live weight,1050,1010.224,1280.825,1383,1312.2,1494,1703.4,1274.5,928.1,774.5,997,924,911,835,737,600,592,746,575,481,405,299,238,196,126,187,112,92,81,45,62,62,13,13,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,France,Marine areas,Tonnes - live weight,85170,79503.124,84759.54,91455,84025.2,77135.4,64179.8,73508,76007.5,79221,77881,79638,103467.1,103799.2,110800,110706,118120,116740,114605,113286,107390,133500,137000,136200,147150,149629,144328,146347,144000,132581,129414,142120,129000,132956,133230,144211,140254,110433,107423,94511,89451,104341,100096,91378,104182,85258,84745,69693,61500,53500,19600,40550,42900,48600,55450,50000,53950,51420,60400,64800,57700,65900,69700,68500,84500,82500,85500,63000,100000,76500,89900,78500
Pacific cupped oyster,Europe,Germany,Marine areas,Tonnes - live weight,50,50,80,80,80,80,80,80,80,80,80,80,86,86,86,86,85,85,85,85,85,85,85,75,75,75,73,84,84,106,100,91,85,52,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Ireland,Marine areas,Tonnes - live weight,10624,9242,10460,10122,9821.9,7636.43,9073,8887,8181.4,7313,7665,6942,6488,6188,7661,6511,5811,5103,4830,5444,4909,5031,6555,5369,3628,3955,2539,1862,2014,1750,1278,361,380,160,104,113,101,110,35,49,58,60,23,14,9,8,6,4,3,2,1,1,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Italy,Marine areas,Tonnes - live weight,345.5,181.54,100,79.81,145,145,145,147.33,53,47,27.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Norway,Marine areas,Tonnes - live weight,13.1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Portugal,Marine areas,Tonnes - live weight,1458.75,3352.82,1689.89,1153.85,825,623.52,575.58,471.168,399.189,338.3,373,318.6,461,547,407,410,331,325,323,249,768,448,754,578,618,666,652,1063,585,380,155,70,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Romania,Marine areas,Tonnes - live weight,,,,,,,,0.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Europe,Spain,Marine areas,Tonnes - live weight,1177.566,830.808,893.72,745.59,806.118,634.502,668.967,558.043,547.02,561.8,1023.884,600.3,1146.56,918,1718,1252,1881,2123,576,641,666,586,681,1043,980,1080,900,655,785,770,650,830,955,950,915,920,950,870,0,0,0,18,0,0,118,0,23,77,1000,4400,900,900,900,100,800,300,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific cupped oyster,Europe,United Kingdom,Marine areas,Tonnes - live weight,1795.7,1795.7,2679.89,2220.25,2248.82,2165.68,1821.536,1659.4,1260.591,1206,754,1149.6,1366,766,1037,1376,922,1504,1012,796,826,633,232,559,597,553,535,357,437,415,354,262,300,257,215,216,123,124,49,39,45,30,17,10,0,6,3,1,0,0,100,100,100,100,100,100,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0
Pacific cupped oyster,Oceania,Australia,Marine areas,Tonnes - live weight,3182.21,2882.654,3004.25,2976,3004.251,3029.452,3365.68,3386.29,3301.03,3901,3889.93,3848.001,3688.9,8181.1,2654,2584,2737,3900,4215,4924,4648,4693,5707,3852,5389,4926,4049,2772,2517,2593,2893,1690,1664,1534,582,645,19,561,300,200,150,100,50,50,60,25,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific cupped oyster,Oceania,New Caledonia,Marine areas,Tonnes - live weight,,,,,,,,20,20,20,22,64,60,67,80,87,84,69,70,67,50,31,30,27,45,69,60,89,86,114,110,91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Oceania,New Zealand,Marine areas,Tonnes - live weight,1816,1364,1871,1992,1834,1946,1909,1509,1497,1216,1804,2439,2708,3170,3000,2800,2800,2023,1840,1594,3500,3500,14950,13000,7000,3400,2872,2246,2001,2000,2200,2100,1470,2003,803,730,795,1053,2170,1683,1650,1650,1655,1133,751,409,473,400,300,400,700,400,300,200,200,200,200,200,200,200,200,200,400,300,400,400,400,400,400,400,300,400
Red swamp crawfish,Africa,Zambia,Inland waters,Tonnes - live weight,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red swamp crawfish,Americas,Costa Rica,Inland waters,Tonnes - live weight,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,250,230,230,200,200,200,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red swamp crawfish,Americas,Mexico,Inland waters,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red swamp crawfish,Americas,United States of America,Inland waters,Tonnes - live weight,72298.83,72298.83,72298.83,72682,63626,67592,63690,60858,48500,43437,53435,52942,46717,53285,51992,37972,35171,31926,33498,27825,13847,7713,19455,17212,22332,21130,26375,22263,25757,28591,27481,32205,30000,29931,43182,44318,29545,27000,30000,25000,16800,10849,9700,5891,6806,4500,3250,2450,1850,1400,1100,800,620,470,360,270,210,160,120,90,70,50,40,30,20,20,10,10,10,10,4,3
Red swamp crawfish,Asia,China,Inland waters,Tonnes - live weight,2633595,2393699,2089604,1638662,1129708,827107,656388,598411,548659,505301,459619,543382,471590,364619,265479,115405,76166,54436,44570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red swamp crawfish,Europe,Italy,Inland waters,Tonnes - live weight,,,,,10,10,6,6,7,5,16.7,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red swamp crawfish,Europe,Italy,Marine areas,Tonnes - live weight,,,,,,,2,1.27,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red swamp crawfish,Europe,Spain,Inland waters,Tonnes - live weight,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2300,2500,2200,2000,2000,2000,2000,2000,4000,2200,2500,2213,2500,2690,2689,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scallops nei,Americas,Brazil,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scallops nei,Americas,Canada,Marine areas,Tonnes - live weight,107,123,131,94,75,38,31,104,116,215,300,697,388,285,168,60,237,87,145,106,128,69,55,51,51,167,37,45,20,8,2,109,129,110,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scallops nei,Americas,Ecuador,Marine areas,Tonnes - live weight,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scallops nei,Americas,St. Pierre and Miquelon,Marine areas,Tonnes - live weight,0,0,0,49,88,0,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scallops nei,Americas,United States of America,Marine areas,Tonnes - live weight,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Scallops nei,Asia,China,Marine areas,Tonnes - live weight,1829924,1746238,1828107,1917850,2007529,1849887,1710080,1576378,1539226,1360689,1244983,1365896,1262031,1137039,1165311,1046950,906022,796518,786113,819972,843512,811366,634086,570117,938616,999573,916492,825615,728352,338022,188698,147003,129461,121991,43640,23686,8312,3813,1974,1162,2491,54,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scallops nei,Europe,Norway,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,3.7,6,4,3,46,1,5,22,38,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Africa,Morocco,Marine areas,Tonnes - live weight,72.063,0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Africa,South Africa,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,338,400,345,1077,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Americas,Guatemala,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,8,8,8,7,10,7,6,7,5,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Americas,Mexico,Marine areas,Tonnes - live weight,,88.8,80,105.26,205.817,145.713,270.32,408,248.645,284,465,218,427,354,280,125,119,18,18,18,104,88,68,53,197,106,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Americas,St. Pierre and Miquelon,Marine areas,Tonnes - live weight,0,0,0,0,0,3,3,3,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Asia,China,Marine areas,Tonnes - live weight,829481,886875,870652,903361,927609,862829,809415,769919,715035,732490,674287,681418,630015,479902,448667,539957,675428,627666,598138,581830,499193,471598,541318,489975,373199,366251,415179,415222,509576,538895,498183,495895,490514,429675,312680,210657,128860,136582,114481,107163,95515,63995,65870,96190,102075,59470,55740,49700,44100,51200,45900,36700,29570,26573,24901,21520,18397,15506,14820,13318,12978,15785,11721,9773,11928,8174,8053,6905,4372,3896,3273,2895
Sea mussels nei,Europe,Portugal,Marine areas,Tonnes - live weight,3043.47,2007.2,449.82,1745.62,1722.32,1474.3,1315.117,1296.615,1546.687,338,249.7,165.7,80,269,290,373,276,193,280,424,213,273,287,310,455,136,380,136,59,61,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Europe,Russian Federation,Marine areas,Tonnes - live weight,3740,3240,1971,1286,1165,418,207,798,964,340,60,16,61,20,21,41,92,37,34,270,143,98,500,480,700,610,400,584,650,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Europe,Spain,Marine areas,Tonnes - live weight,203225.746,204466.124,228194.931,283800.56,241785.183,215855.447,225307.61,220448.547,162012,203664.1,208582.953,189089.7,198531.1,180265,209633,228830,158166,231633,205636,193386,245985,247730,261969,261062,188793,188462,182250,142687,91461,138910,195220,173300,193010,243010,245455,246995,245655,230000,213000,210000,200000,192000,194000,224000,183000,177500,160000,166000,160300,154500,140000,150000,92400,67600,49400,63200,65100,62500,62300,54800,6300,4800,4700,3700,3200,3500,3300,2400,2200,2400,2800,2100
Sea mussels nei,Europe,United Kingdom,Marine areas,Tonnes - live weight,9238.9,9238.9,13240,14247,16178.26,14685.26,19254.3,19479.4,22480.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea mussels nei,Oceania,Australia,Marine areas,Tonnes - live weight,,,,,,,,,,,,506.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea mussels nei,Oceania,French Polynesia,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,5,6,13,17,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiny eucheuma,Africa,Kenya,Marine areas,Tonnes - live weight,850,850,600,550,550,500,400,400,400,400,160,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiny eucheuma,Africa,Mozambique,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,200,,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiny eucheuma,Africa,"Tanzania, United Rep. of",Marine areas,Tonnes - live weight,3953.79,1410,1449,1329.5,7800,7500,6750,6705,6689,6510,6600.8,6885,5520,5000,4000,3200,3000,3000,2000,2000,1000,1000,1500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiny eucheuma,Africa,"United Republic of Tanzania, Zanzibar",Marine areas,Tonnes - live weight,76800,88774,95666,102960,109550,111130,166650,127690,108430,149972,129779,125029,102476.2,107760,84212.5,74860,69340,67920,90470,103970,71380,49910,36670,43050,36670,47740,39170,24590,17680,21230,24970,8080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiny eucheuma,Americas,Venezuela (Boliv Rep of),Marine areas,Tonnes - live weight,1,1,1,1,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiny eucheuma,Asia,Malaysia,Marine areas,Tonnes - live weight,,,,,,,,,,,,7892,5857,5298,4269,3000,2000,1548,1000,871,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiny eucheuma,Asia,Philippines,Marine areas,Tonnes - live weight,46123.433,63073.204,75619.444,71570.69,83877,102496,106950,113127,124218,137603,136183,125691,112222,103366,99105,76762,99972,85754,81329,83051,72551,34424,20084,17425,13202,14120,12992,14039,18382,17475,14190,14559,13435,12820,11041,8173,8833,6877,6610,5436,4149,6637,4216,3761,3356,3000,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,
Wakame,Asia,China,Marine areas,Tonnes - live weight,2122480,2256040,2023930,1755030,1667950,1519530,1843870,1941076,1628150,1678117,1278941,1059097,1308884,1320210,1402270,1646300,2094759,1921466,1511135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakame,Asia,Japan,Marine areas,Tonnes - live weight,43500,53809,45099,50775,51114,47672,48951,44716,50614,48343,18751,52393,61215,54909,54249,59092,63082,62236,59870,53813,56977,66676,77064,70669,70052,78368,99571,88280,89581,112302,99092,112974,108451,110539,115918,135621,112375,114586,112835,118340,91282,113532,103791,102682,125833,126723,101937,153762,113211,105795,95155,76358,59821,76698,58080,37809,12537,11000,10000,9500,9000,9500,8000,8000,7000,6500,6500,6500,6000,6000,6000,6603
Wakame,Asia,"Korea, Dem. People's Rep",Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,32000,33000,33000,33433,50000,45000,55000,75000,75000,75000,75000,100000,100000,100000,100000,100000,150000,102672,102119,100830,98806,96047,92552,88322,83357,77656,71220,64048,56141,47498,38120,28007,17158,5574,2000,1000,500,150,0,0,0,0,0,0,0,0,0,0,0,0,0
Wakame,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,574584.92,501500.958,494947,515600,622613,496290,322748,283707,327375,339924,394003,393616,309155,381076,309097,322371,281871,261574,198172,242135,175490,212429,213706,239742,431872,305813,386819,411602,372182,371432,266966,269333,280856,281657,285085,346434,256436,230188,237128,225045,294622,196147,140305,144601,173978,136659,112026,186805,107848,29028,11103,6625,4860,28400,18000,13000,6200,9500,11000,5000,5000,4000,4000,4500,3000,2000,1800,1700,1800,1500,1500,1200
Wakame,Europe,France,Marine areas,Tonnes - live weight,70,69.749,104.93,67.8,,,,,,,,,,52.2,25,27,25,25,25,25,20,20,20,50,54,54,100,87,70,52,53,6,43,10,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakame,Europe,Spain,Marine areas,Tonnes - live weight,,,,,0.093,,,,,,0,0,0,1.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Africa,Cabo Verde,Marine areas,Tonnes - live weight,28,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Africa,Egypt,Marine areas,Tonnes - live weight,3429,2146,123,155,135,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Africa,South Africa,Marine areas,Tonnes - live weight,,,,,,,,,,,,,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Africa,Tunisia,Marine areas,Tonnes - live weight,,,1.2,1.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Americas,Bahamas,Marine areas,Tonnes - live weight,0,,,,0,0,,,0,0,0,0,2,0,0,0,48,7,42,25,13,2,1,1,1,1,24,4,8,5,2,3,10,15,15,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Belize,Marine areas,Tonnes - live weight,530,500,500,500,500,1090,4150,7163.56,7080,5813,5047,6670,4027,2279,2472,7235,10653,11040,10160,4400,4460,3630,3163,1642,1230,717,936,656,600,300,157,99,542,,,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Brazil,Marine areas,Tonnes - live weight,78637.41,63169.9,54335.722,45750.438,41078.069,52127.207,70521.245,65027.554,64678.038,75000,69266,69422,65188,70251,65000,65000,63134,75904,90190,60253,40000,25388,16054,7254,3613,3364,2007,2100,2100,2100,2000,1700,1300,800,500,450,350,200,196,151,115,87,65,48,35,26,18,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Americas,Colombia,Inland waters,Tonnes - live weight,,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Colombia,Marine areas,Tonnes - live weight,3863,5284,5582,5397,3700,2700,2484,2862,4545,8900,9410,12576,18100,18400,20300,21600,19000,18040,16503,14000,12000,11390,9227,7466,6907,5221,8091,8944,7327,9432,6717,6000,2973,1282,535,250,150,100,89,61,41,27,18,12,7,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Costa Rica,Marine areas,Tonnes - live weight,2600,2200,2500,2700,3000,3000,2682,2973,2890,3043,3028,3215,3544,5265,5274,5726,5714,5076,5051,4097,1800,1350,2465,2348,2400,2400,2551,800,700,650,525,300,220,200,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Cuba,Marine areas,Tonnes - live weight,4725,4724,6656.8,6474,5631,5044,4719,4121,4115.9,3009,2178,3025,3456,3697,3594,4346,2360,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Dominican Republic,Marine areas,Tonnes - live weight,300,300,300,300,300,400,450,450,250,27.5,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Ecuador,Marine areas,Tonnes - live weight,890386.35,760879,679985,560000,460000,422000,403000,340000,304000,281100,260000,223313,179100,150000,150000,149200,118500,89600,77400,63600,45269,50110,107700,129600,119439,97920,96597,79858,74857,103003,95121,68636,62836,66704,62238,39265,27185,30240,32325,18724,9923,7602,3718,3500,3188,2000,1500,1000,500,200,50,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteleg shrimp,Americas,El Salvador,Marine areas,Tonnes - live weight,882,1040,1554,1851,1513,1124,1084,812,771,1200,766.7,394.24,381.54,200,159,336,240,426,469,361,351,191,97,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Guatemala,Marine areas,Tonnes - live weight,16472.42,20568,19500,17273,16455,14909,14268,13891,13764,12264,15944,21921,13623,15727,13500,13428,7000,3900,3768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Honduras,Marine areas,Tonnes - live weight,33567.8,32451.1,32100,31500,31500,23000,25000,32000,30500,31936,30295,11054,14626,26586,26333,26956,20873,18036,16527,12557,10886,8153,7189,7060,9000,9833,7029,8850,8124,5500,4032,3269,3000,2724,1769,792,276,552,218,153,106,73,49,33,22,14,9,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Jamaica,Marine areas,Tonnes - live weight,,,,,,,,,50,62.4,45,140,140,136,16,476,875,295,456,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Mexico,Inland waters,Tonnes - live weight,,0,0,0,0,0,,,,,,,808,876,766,952,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Mexico,Marine areas,Tonnes - live weight,182024.951,188781.03,170073,157934.361,150029.845,127814.132,130360.99,86972.9,60292.39,100320,109816,104612,124970,129325,111021,111543,89497,62361,45857,45853,48014,33480,29120,23749,17422,13315,15867,13454,11500,8326,5111,4371,2846,551,286,43,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteleg shrimp,Americas,Nicaragua,Marine areas,Tonnes - live weight,30957.9,29459,29490,29458.4,24888,21178,24506,30528,26367.9,24344,15740,16587,17362,14690,11097,10860,9633,7880,6935,6028,5629,5357,4147,4536,3269,2452,2305,1064,322,42,53,70,70,70,45,35,25,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
