"","Region","Year","Score"
"236","Europe",2002,48.856766244163
"237","Europe",2001,48.9541676707685
"238","Europe",2000,48.9794397926345
"239","Europe",1999,49.0457540104462
"240","Europe",1998,49.243054341986
"241","Europe",1997,49.299805260237
"242","Europe",1996,49.4538058813409
"243","Europe",1995,49.7496583650619
"244","Europe",1994,49.778671162962
"245","Europe",1993,49.9381903657615
"246","Europe",1992,50.1176704053567
"247","Europe",1991,49.8738710372433
"248","Europe",1990,49.9029679632671
"249","Europe",1989,49.9643291686711
"250","Europe",1988,50.049077220568
"251","Europe",1987,50.1077750026122
"252","Europe",1986,50.2273634030004
"253","Europe",1985,50.2730203510909
"254","Europe",1984,50.280334376397
"255","Europe",1983,50.3011270423942
"256","Europe",1982,50.3441446481912
"257","Europe",1981,50.3551129161141
"258","Europe",1980,50.378948547159
"259","Europe",1979,50.3696719305159
"260","Europe",1978,50.3614193150943
"261","Europe",1977,50.3700546291917
"262","Europe",1976,50.3806909423299
"263","Europe",1975,50.3522904345952
"264","Europe",1974,50.3543043947552
"265","Europe",1973,50.3528803516798
"266","Europe",1972,50.3497761882061
"267","Europe",1971,50.3686936972376
"268","Europe",1970,50.3483886083287
"269","Europe",1969,50.3244169340582
"270","Europe",1968,50.31297811748
"271","Europe",1967,50.3544684759691
"272","Europe",1966,50.3180895519311
"273","Europe",1965,50.3260110780038
"274","Europe",1964,50.3118305694963
"275","Europe",1963,50.316265363109
"276","Europe",1962,50.2947722465193
"277","Europe",1961,50.2794062568477
"278","Europe",1960,50.2751526139061
"279","Europe",1959,50.2658423013165
"280","Europe",1958,50.2573215787292
"281","Europe",1957,50.2738612296928
"282","Europe",1956,50.279458331849
"283","Europe",1955,50.2807249825208
"284","Europe",1954,50.2665401277688
"285","Europe",1953,50.2896136260365
"286","Europe",1952,50.282147912316
"287","Europe",1951,50.303692247284
"288","Europe",1950,50.306584975043
"289","Oceania",2021,50.2272439444408
"290","Oceania",2020,50.319241362612
"291","Oceania",2019,50.4546352674978
"292","Oceania",2018,50.2522324522927
"293","Oceania",2017,50.4901798700426
"294","Oceania",2016,50.6102775467286
"295","Oceania",2015,50.7141530162406
"296","Oceania",2014,50.920818511745
"297","Oceania",2013,50.794894509449
"298","Oceania",2012,50.5218409022215
"299","Oceania",2011,50.7207911039104
"300","Oceania",2010,50.7933965216872
"301","Oceania",2009,50.6839860850175
"302","Oceania",2008,50.6938735115078
"303","Oceania",2007,50.7212182511332
"304","Oceania",2006,50.8349791810044
"305","Oceania",2005,51.0081632807505
"306","Oceania",2004,50.9467373534704
"307","Oceania",2003,50.8617264068704
"308","Oceania",2002,50.615000655099
"309","Oceania",2001,50.5925378652564
"310","Oceania",2000,50.7698519133997
"311","Oceania",1999,50.7526997624976
"312","Oceania",1998,50.9352730464618
"313","Oceania",1997,50.8782190737127
"314","Oceania",1996,50.887513803432
"315","Oceania",1995,50.9356768613149
"316","Oceania",1994,50.8975520091873
"317","Oceania",1993,51.0095320802856
"318","Oceania",1992,51.0521440738799
"319","Oceania",1991,51.0891138942748
"320","Oceania",1990,50.9645011204695
"321","Oceania",1989,50.9997495020644
"322","Oceania",1988,51.2259855519547
"323","Oceania",1987,51.374918017464
"324","Oceania",1986,51.4233574466448
"325","Oceania",1985,51.3685783539566
"326","Oceania",1984,51.277787044821
"327","Oceania",1983,51.1553945324675
"328","Oceania",1982,51.0755045333381
"329","Oceania",1981,50.6824728677715
"330","Oceania",1980,50.7618995345919
"331","Oceania",1979,50.6966137018893
"332","Oceania",1978,50.6519237794151
"333","Oceania",1977,50.7404943047154
"334","Oceania",1976,51.3092620360439
"335","Oceania",1975,51.3053638940959
"336","Oceania",1974,51.3950668066103
"337","Oceania",1973,51.4524620544444
"338","Oceania",1972,51.4204921937931
"339","Oceania",1971,51.1457436921053
"340","Oceania",1970,51.2443317371429
"341","Oceania",1969,51.3098272915385
"342","Oceania",1968,51.4524620544444
"343","Oceania",1967,51.4524620544444
"344","Oceania",1966,51.481254786087
"345","Oceania",1965,51.4855736958333
"346","Oceania",1964,51.4594329263158
"347","Oceania",1963,51.4594329263158
